FolderName,Name,FDC,FBD,PLO,Ske,Kur,CL,h_max,Ang,NBC,Gra,MAPE,RD
./real_new\7z\DT.csv,real_test,-0.06871490609150428,0,0.0077068764568764565,2.676688597995527,8.090588125798487,3.593951144563695,0.7987070475003175,nan,0.8546498756076601,nan,0,0
./real_new\Apache\DT.csv,real_test,0.004498757536008931,0,0.0875,-1.4963850459614425,0.2398427561948373,0.42825598157467376,0.869220515788943,nan,0.13284571270305667,nan,0,0
./real_new\batik\DT.csv,real_test,0.5367121905775809,0,0.6724137931034483,2.7785881881097447,8.83405288572197,0.6908371804628886,0.8520404248703582,nan,1.7440906205185076e-05,nan,0,0
./real_new\dconvert\DT.csv,real_test,0.599641291727591,0,0.07015706806282722,1.379883406429759,1.303171164793402,1.7068848182413323,0.8211372715277214,nan,0.919235010418998,nan,0,0
./real_new\deeparch\DT.csv,real_test,0.2856569220723398,0,0.011962890625,0.9401612632418265,0.5008555267484591,3.0863499014815083,0.8202285746074367,nan,0.9947085018166905,nan,0,0
./real_new\exastencils\DT.csv,real_test,0.33307569264516546,0,0.000720444351483883,1.5098512273986708,2.571116997986434,1.9222651553470478,0.8132827593843327,nan,0.9304580374448239,nan,0,0
./real_new\Hadoop\DT.csv,real_test,-0.033083976708195954,0,0.9992826398852224,-0.290668331719158,-0.7590114989165526,0.8510632295488048,0.8704222058081129,nan,0.6882409910725954,nan,0,0
./real_new\hipacc\DT.csv,real_test,0.06064478022292486,0,0.026696329254727477,1.654011181524247,2.7373558403713645,4.029518821381425,0.7966319387518175,nan,0.8614900376619403,nan,0,0
./real_new\hsmgp\DT.csv,real_test,0.13124685065996713,0,0.013599537037037037,2.493304605266084,5.363587655382112,1.41256018472003,0.6044239726726858,nan,0.45813817534756796,nan,0,0
./real_new\javagc\DT.csv,real_test,-0.27409785693581595,0,0.27687611356712416,7.8828089132202,131.9082893822596,1.8860836530559442,0.7569245466706237,nan,0.5085259660939874,nan,0,0
./real_new\jump3r\DT.csv,real_test,0.3179432782416472,0,0.9215549348230913,9.121022909535053,86.62330769634178,3.405443938223783,0.8146573919940442,nan,0.9338168282455784,nan,0,0
./real_new\kanzi\DT.csv,real_test,0.39049633197440414,0,0.8438475952529669,2.6902552488637013,6.669789549552609,1.107636370147533,0.8034741032276642,nan,0.9639935138609509,nan,0,0
./real_new\MariaDB\DT.csv,real_test,0.06136500663140933,0,0.050411522633744855,0.6859610589676035,-0.629913527435551,2.1935901515903975,0.8343413813950759,nan,0.014212105054830651,nan,0,0
./real_new\MongoDB\DT.csv,real_test,0.33318653611013027,0,0.03976608187134503,-0.04518204816833798,-1.3732059108566346,2.630641511088155,0.8546535639139928,nan,0.6780549833337797,nan,0,0
./real_new\polly\DT.csv,real_test,0.4703251008042776,0,0.313,-2.3124307997308753,4.01536748420633,0.8625902940695961,0.8559448292639548,nan,0.8820351884973934,nan,0,0
./real_new\PostgreSQL\DT.csv,real_test,0.18278922597564207,0,0.034722222222222224,0.4693417956193783,-1.4099493264782084,3.3605297841651143,0.8075528300661596,nan,0.15127106817780922,nan,0,0
./real_new\redis\DT.csv,real_test,0.020903932519211323,0,0.9946117274167987,0.10279805894556707,0.7051884572698288,0.5039869306838031,0.8414692059135417,nan,0.7230895874378983,nan,0,0
./real_new\SaC\DT.csv,real_test,0.11150453281705316,0,0.27710014673514305,13.303961869701356,333.810955981029,2.2380079451474395,0.8142247358078393,nan,0.5388756968261333,nan,0,0
./real_new\spark\DT.csv,real_test,0.09115904224284038,0,0.9939475453934096,-0.23993614428476479,-1.3904655691385273,0.3263262618187524,0.8396359435938312,nan,0.5701486609983517,nan,0,0
./real_new\SQL\DT.csv,real_test,0.36189621175248665,0,0.44014935207555456,0.32330755772763464,-0.5092552776492467,1.164769863956766,0.8543149415731405,nan,0.8449044794509915,nan,0,0
./real_new\storm\DT.csv,real_test,0.03444378612745289,0,0.038535645472061654,1.575676271495333,1.4310321950671412,2.427027571569213,0.7242665386866699,nan,0.0016484831528486962,nan,0,0
./real_new\x264\DT.csv,real_test,-0.10723571728709815,0,0.2811866028708134,0.9077153373169962,6.988709043658135,0.9484334995181144,0.8523281739761557,nan,0.08717579263202911,nan,0,0
./real_new\xgboost\DT.csv,real_test,-0.39084528625064474,0,0.009765625,1.1739298962835998,0.5545199877075953,3.2961197657872896,0.8070720291390514,nan,0.9951432624448376,nan,0,0
./real_new\xz\DT.csv,real_test,0.05755117601526928,0,0.6988788040576615,-0.09056522922575481,-0.13512247359516927,1.7152741874977235,0.8687275640050202,nan,0.7582065966454934,nan,0,0
